ID client,Nom,Edat,Gènere,Perfil de viatge,Preferències comercials,Interacció habitual,Historial d’usos
0194,Apolinar Feliu,21,M,Turisme,Premsa i llibres,Ignora promocions,"3 consultes a cafeteries, 3 consultes a botigues"
0195,Blanca Ballesteros,24,F,Negocis,Cafeteria,Només consulta horaris i ubicacions,5 consultes a restaurants
0196,María Luisa Ramirez,23,F,Negocis,"Moda, Productes naturals",Només consulta horaris i ubicacions,"4 consultes a llibres, 1 consulta a vehicles, 4 consultes a restaurants"
0197,Olimpia Barriga,24,F,Turisme,"Cafeteria, Cuina ràpida, Moda",Només consulta horaris i ubicacions,"4 consultes a llibres, 4 consultes a botigues"
0198,Beatriz Gil,75,F,Negocis,Cafeteria,Només consulta horaris i ubicacions,"2 consultes a cafeteries, 5 consultes a vehicles"
0199,Micaela Recio,56,F,Turisme,Perfumeria,Respon a ofertes de llibres,"2 consultes a botigues, 4 consultes a vehicles"
0200,Quirino Ocaña,26,M,Família,Perfumeria,Accepta ofertes de menjar,"3 consultes a cafeteries, 2 consultes a llibres, 3 consultes a restaurants"
0201,Haydée Armengol,35,F,Altres,"Cafeteria, Cuina italiana",Accepta ofertes de menjar,"3 consultes a restaurants, 3 consultes a cafeteries, 1 consulta a llibres"
0202,Donato Marí,65,M,Turisme,"Mediterrània, Premsa i llibres",Accepta ofertes de menjar,"4 consultes a botigues, 1 consulta a llibres"
0203,Seve Bonet,57,M,Negocis,"Premsa i llibres, Mediterrània",Accepta ofertes de menjar,"3 consultes a cafeteries, 5 consultes a botigues"
0204,Esmeralda Pozuelo,58,F,Família,"Moda, Cafeteria, Perfumeria",Només consulta horaris i ubicacions,5 consultes a vehicles
0205,Manu Linares,20,F,Família,"Mediterrània, Cafeteria",Només consulta horaris i ubicacions,2 consultes a llibres
0206,Juanito Morata,54,M,Turisme,Cuina italiana,Respon a ofertes de llibres,"1 consulta a cafeteries, 5 consultes a llibres, 1 consulta a restaurants"
0207,Casandra Carlos,50,F,Família,"Productes naturals, Premsa i llibres",Només consulta horaris i ubicacions,"4 consultes a llibres, 4 consultes a restaurants, 3 consultes a vehicles"
0208,Silvestre Diez,59,M,Negocis,"Cuina italiana, Moda",Només consulta horaris i ubicacions,"5 consultes a vehicles, 1 consulta a restaurants"
0209,Vera Vives,49,F,Família,"Cuina italiana, Cuina ràpida, Premsa i llibres",Accepta ofertes de menjar,"2 consultes a botigues, 3 consultes a vehicles"
0210,Juan Francisco Coronado,45,M,Altres,"Mediterrània, Perfumeria",Segueix suggeriments personalitzats,"1 consulta a botigues, 5 consultes a cafeteries"
0211,Felipa Escolano,46,F,Família,Cuina ràpida,Ignora promocions,"4 consultes a llibres, 5 consultes a restaurants, 2 consultes a vehicles"
0212,Sandalio Catalán,29,M,Negocis,"Mediterrània, Perfumeria, Cuina ràpida",Segueix suggeriments personalitzats,2 consultes a cafeteries
0213,Eufemia Gálvez,41,F,Altres,"Perfumeria, Productes naturals, Cafeteria",Respon a ofertes de llibres,4 consultes a botigues
0214,Samanta Villanueva,33,F,Negocis,"Perfumeria, Productes naturals",Ignora promocions,3 consultes a vehicles
0215,Primitivo Amo,55,M,Altres,"Mediterrània, Cafeteria, Perfumeria",Ignora promocions,5 consultes a llibres
0216,Tristán Río,27,M,Turisme,Cuina ràpida,Ignora promocions,"2 consultes a restaurants, 3 consultes a botigues, 4 consultes a cafeteries"
0217,Estrella Cañete,63,F,Turisme,"Premsa i llibres, Cuina italiana, Productes naturals",Ignora promocions,4 consultes a restaurants
0218,Vito Jurado,41,M,Negocis,"Mediterrània, Cuina italiana, Premsa i llibres",Respon a ofertes de llibres,"1 consulta a restaurants, 2 consultes a llibres, 4 consultes a cafeteries"
0219,Mario Navarrete,67,M,Família,"Mediterrània, Premsa i llibres",Ignora promocions,"5 consultes a cafeteries, 1 consulta a restaurants"
0220,Javi Isern,33,M,Negocis,"Cuina ràpida, Moda, Cafeteria",Accepta ofertes de menjar,"2 consultes a vehicles, 4 consultes a botigues, 5 consultes a cafeteries"
0221,Odalis Mariscal,28,F,Família,Moda,Ignora promocions,1 consulta a vehicles
0222,Josué Cabrera,53,M,Turisme,"Cuina italiana, Moda",Respon a ofertes de llibres,"5 consultes a llibres, 1 consulta a cafeteries"
0223,Enrique Pablo,70,M,Turisme,"Mediterrània, Premsa i llibres, Moda",Respon a ofertes de llibres,2 consultes a vehicles
0224,Germán Herranz,67,M,Negocis,"Perfumeria, Productes naturals",Segueix suggeriments personalitzats,2 consultes a llibres
0225,Moreno Franco,53,M,Família,"Cuina ràpida, Premsa i llibres, Moda",Segueix suggeriments personalitzats,"4 consultes a llibres, 4 consultes a botigues, 2 consultes a restaurants"
0226,Evita Lago,26,F,Família,"Productes naturals, Perfumeria",Respon a ofertes de llibres,"3 consultes a botigues, 3 consultes a cafeteries, 2 consultes a llibres"
0227,Buenaventura Almagro,43,M,Altres,"Productes naturals, Mediterrània",Respon a ofertes de llibres,"2 consultes a botigues, 1 consulta a cafeteries"
0228,Yésica Romeu,64,F,Turisme,"Productes naturals, Mediterrània",Segueix suggeriments personalitzats,"3 consultes a llibres, 4 consultes a cafeteries"
0229,Víctor Moliner,60,M,Negocis,"Moda, Cuina italiana",Accepta ofertes de menjar,"1 consulta a botigues, 5 consultes a llibres"
0230,Pepita Abellán,40,F,Altres,"Moda, Productes naturals, Cuina ràpida",Ignora promocions,1 consulta a llibres
0231,Pelayo Campillo,71,M,Altres,"Cuina italiana, Moda",Només consulta horaris i ubicacions,"4 consultes a vehicles, 2 consultes a llibres"
0232,Adelaida Manzano,25,F,Altres,Mediterrània,Respon a ofertes de llibres,"1 consulta a cafeteries, 4 consultes a vehicles"
0233,Bernabé Fonseca,30,M,Altres,"Mediterrània, Cuina italiana",Accepta ofertes de menjar,"1 consulta a botigues, 5 consultes a restaurants, 3 consultes a vehicles"
0234,Blas Isern,34,M,Família,Productes naturals,Segueix suggeriments personalitzats,"5 consultes a restaurants, 5 consultes a llibres"
0235,Charo Domínguez,49,F,Negocis,Premsa i llibres,Segueix suggeriments personalitzats,"1 consulta a cafeteries, 1 consulta a vehicles"
0236,Sabina Palomo,51,F,Negocis,Mediterrània,Ignora promocions,"3 consultes a cafeteries, 5 consultes a restaurants"
0237,Santiago Reguera,37,M,Negocis,Productes naturals,Ignora promocions,"1 consulta a vehicles, 5 consultes a restaurants, 1 consulta a llibres"
0238,Lucio Salcedo,56,M,Família,Productes naturals,Accepta ofertes de menjar,"5 consultes a botigues, 1 consulta a vehicles"
0239,Luisa Cortes,52,F,Família,"Productes naturals, Perfumeria",Només consulta horaris i ubicacions,"1 consulta a botigues, 1 consulta a vehicles"
0240,Petrona Carballo,28,F,Altres,"Mediterrània, Cuina italiana",Només consulta horaris i ubicacions,2 consultes a restaurants
0241,Olalla Salamanca,25,F,Família,Productes naturals,Ignora promocions,"5 consultes a vehicles, 3 consultes a restaurants"
0242,Abel Ferrera,38,M,Altres,"Mediterrània, Moda",Ignora promocions,"5 consultes a restaurants, 5 consultes a botigues, 1 consulta a cafeteries"
0243,Belen Roig,47,F,Altres,Cafeteria,Segueix suggeriments personalitzats,"3 consultes a cafeteries, 2 consultes a botigues, 1 consulta a restaurants"
0244,Elba Diez,66,F,Negocis,Moda,Ignora promocions,"2 consultes a cafeteries, 4 consultes a restaurants, 3 consultes a vehicles"
0245,Miguela Borrego,25,F,Família,"Cuina ràpida, Mediterrània",Segueix suggeriments personalitzats,"4 consultes a botigues, 4 consultes a cafeteries"
0246,Carlota Mercader,44,F,Negocis,"Productes naturals, Cuina ràpida",Accepta ofertes de menjar,"2 consultes a restaurants, 2 consultes a vehicles"
0247,Luis Ramírez,28,M,Turisme,"Mediterrània, Cuina italiana",Ignora promocions,"3 consultes a llibres, 3 consultes a vehicles"
0248,Sigfrido Valera,70,M,Altres,Cuina ràpida,Accepta ofertes de menjar,"1 consulta a vehicles, 3 consultes a cafeteries"
0249,Palmira Zamorano,44,F,Negocis,"Premsa i llibres, Perfumeria",Segueix suggeriments personalitzats,"3 consultes a restaurants, 1 consulta a vehicles"
0250,Evaristo Blanca,55,M,Negocis,"Cuina italiana, Mediterrània, Cafeteria",Segueix suggeriments personalitzats,"4 consultes a llibres, 2 consultes a botigues"
0251,María Del Carmen Gual,55,F,Altres,"Cuina italiana, Premsa i llibres",Només consulta horaris i ubicacions,"1 consulta a cafeteries, 3 consultes a vehicles, 1 consulta a restaurants"
0252,Clarisa Olivera,26,F,Altres,"Perfumeria, Mediterrània, Cuina ràpida",Accepta ofertes de menjar,"1 consulta a botigues, 2 consultes a cafeteries, 3 consultes a llibres"
0253,Paco Luján,41,M,Turisme,"Cafeteria, Cuina ràpida, Moda",Ignora promocions,3 consultes a cafeteries
0254,Ceferino Llobet,73,M,Turisme,Perfumeria,Segueix suggeriments personalitzats,"2 consultes a llibres, 3 consultes a restaurants"
0255,Brunilda Cáceres,29,F,Negocis,Cuina ràpida,Només consulta horaris i ubicacions,4 consultes a restaurants
0256,Luisina Gomila,28,F,Turisme,"Premsa i llibres, Productes naturals",Segueix suggeriments personalitzats,"3 consultes a llibres, 4 consultes a cafeteries"
0257,Ciríaco Cervera,47,M,Negocis,"Cuina italiana, Premsa i llibres",Accepta ofertes de menjar,2 consultes a vehicles
0258,Ruy Díaz,65,M,Altres,Cuina italiana,Només consulta horaris i ubicacions,"3 consultes a vehicles, 5 consultes a llibres, 4 consultes a cafeteries"
0259,Manolo Peral,45,M,Negocis,"Mediterrània, Moda, Cuina italiana",Accepta ofertes de menjar,"1 consulta a vehicles, 4 consultes a botigues, 3 consultes a restaurants"
0260,Feliciana Cuéllar,26,F,Família,"Cuina ràpida, Perfumeria",Accepta ofertes de menjar,4 consultes a botigues
0261,Benita Parejo,36,F,Família,"Productes naturals, Premsa i llibres, Moda",Ignora promocions,5 consultes a restaurants
0262,Macaria Angulo,62,F,Turisme,"Premsa i llibres, Cuina italiana, Moda",Respon a ofertes de llibres,"4 consultes a restaurants, 2 consultes a botigues"
0263,Consuelo Blanch,23,F,Turisme,"Cuina ràpida, Perfumeria",Accepta ofertes de menjar,"3 consultes a llibres, 2 consultes a vehicles"
0264,Severo Ibañez,29,M,Turisme,"Mediterrània, Perfumeria",Segueix suggeriments personalitzats,"1 consulta a vehicles, 1 consulta a botigues, 1 consulta a cafeteries"
0265,Nicodemo Prada,51,M,Negocis,"Mediterrània, Premsa i llibres",Respon a ofertes de llibres,"5 consultes a llibres, 4 consultes a vehicles"
0266,Micaela Salinas,18,F,Família,"Mediterrània, Cuina ràpida, Cuina italiana",Ignora promocions,"2 consultes a botigues, 5 consultes a vehicles"
0267,Fortunata Pablo,67,F,Família,"Mediterrània, Cafeteria, Premsa i llibres",Segueix suggeriments personalitzats,"2 consultes a restaurants, 2 consultes a cafeteries, 1 consulta a botigues"
0268,Lázaro Correa,70,M,Turisme,"Mediterrània, Cuina ràpida, Moda",Segueix suggeriments personalitzats,"1 consulta a cafeteries, 2 consultes a restaurants, 1 consulta a botigues"
0269,Martirio Bosch,75,F,Família,"Cafeteria, Premsa i llibres",Ignora promocions,3 consultes a vehicles
0270,María Sales,52,F,Família,"Cuina ràpida, Premsa i llibres, Perfumeria",Només consulta horaris i ubicacions,"4 consultes a cafeteries, 5 consultes a vehicles"
0271,Hilda Feliu,40,F,Negocis,"Mediterrània, Cafeteria",Segueix suggeriments personalitzats,2 consultes a botigues
0272,Zaida Agustín,68,F,Negocis,"Premsa i llibres, Cafeteria",Respon a ofertes de llibres,3 consultes a llibres
0273,Francisca Casado,25,F,Negocis,"Premsa i llibres, Productes naturals",Només consulta horaris i ubicacions,"3 consultes a vehicles, 1 consulta a botigues, 1 consulta a cafeteries"
0274,Rosenda Tovar,63,F,Família,"Mediterrània, Cafeteria",Segueix suggeriments personalitzats,"1 consulta a restaurants, 5 consultes a cafeteries"
0275,Manolo Lara,69,M,Família,Moda,Accepta ofertes de menjar,4 consultes a vehicles
0276,Lucas Méndez,52,M,Negocis,"Moda, Cuina italiana, Perfumeria",Respon a ofertes de llibres,5 consultes a llibres
0277,Eliseo Gutierrez,38,M,Negocis,Cuina ràpida,Accepta ofertes de menjar,3 consultes a cafeteries
0278,Milagros Bru,48,F,Negocis,"Premsa i llibres, Moda, Cuina ràpida",Només consulta horaris i ubicacions,"1 consulta a vehicles, 5 consultes a botigues"
0279,Selena Rivero,52,F,Família,"Perfumeria, Premsa i llibres",Ignora promocions,"1 consulta a vehicles, 4 consultes a botigues"
0280,Javi Gaya,62,M,Família,"Perfumeria, Cuina italiana",Només consulta horaris i ubicacions,"3 consultes a restaurants, 3 consultes a cafeteries, 4 consultes a vehicles"
0281,Lázaro Franch,64,M,Altres,Cuina italiana,Ignora promocions,"5 consultes a restaurants, 1 consulta a botigues"
0282,Liliana Arenas,22,F,Turisme,"Premsa i llibres, Mediterrània",Ignora promocions,"4 consultes a vehicles, 3 consultes a restaurants, 2 consultes a botigues"
0283,Alonso Peñalver,23,M,Altres,Perfumeria,Ignora promocions,"1 consulta a vehicles, 4 consultes a botigues, 4 consultes a cafeteries"
0284,Ruperto Asensio,63,M,Negocis,"Premsa i llibres, Cuina italiana",Segueix suggeriments personalitzats,"3 consultes a botigues, 3 consultes a restaurants"
0285,Eusebia Ruiz,31,F,Negocis,"Productes naturals, Mediterrània",Respon a ofertes de llibres,1 consulta a llibres
0286,Isaac Mancebo,68,M,Negocis,"Moda, Perfumeria, Mediterrània",Respon a ofertes de llibres,2 consultes a vehicles
0287,Clementina Salmerón,46,F,Negocis,"Cafeteria, Moda",Segueix suggeriments personalitzats,"3 consultes a vehicles, 3 consultes a botigues"
0288,Marisol Ángel,73,F,Altres,"Moda, Cuina italiana",Ignora promocions,3 consultes a restaurants
0289,Modesto Navarrete,55,M,Família,Cafeteria,Accepta ofertes de menjar,4 consultes a vehicles
0290,Silvestre Tejedor,64,M,Família,"Premsa i llibres, Mediterrània, Perfumeria",Respon a ofertes de llibres,5 consultes a botigues
0291,Ernesto Mena,44,M,Negocis,"Mediterrània, Cuina italiana, Perfumeria",Segueix suggeriments personalitzats,"5 consultes a botigues, 3 consultes a vehicles"
0292,Amada Rebollo,34,F,Turisme,"Cuina ràpida, Premsa i llibres, Mediterrània",Ignora promocions,4 consultes a llibres
0293,Damián Puga,62,M,Negocis,"Cafeteria, Moda, Premsa i llibres",Segueix suggeriments personalitzats,3 consultes a restaurants
0294,Valerio Canet,25,M,Turisme,"Cuina ràpida, Productes naturals",Segueix suggeriments personalitzats,5 consultes a llibres
0295,Pánfilo Espejo,66,M,Altres,Cuina ràpida,Respon a ofertes de llibres,2 consultes a botigues
0296,Félix Piñeiro,49,M,Altres,"Cuina italiana, Moda, Cafeteria",Ignora promocions,4 consultes a botigues
0297,Amarilis Vázquez,56,F,Negocis,"Cuina italiana, Perfumeria, Cafeteria",Segueix suggeriments personalitzats,5 consultes a vehicles
0298,Daniela Girona,50,F,Turisme,"Cuina italiana, Productes naturals",Ignora promocions,"2 consultes a llibres, 3 consultes a botigues"
0299,Ester Bejarano,44,F,Altres,"Cuina italiana, Perfumeria, Moda",Ignora promocions,"3 consultes a cafeteries, 3 consultes a botigues, 1 consulta a llibres"
0300,Arsenio Tamarit,32,M,Altres,Perfumeria,Només consulta horaris i ubicacions,"2 consultes a botigues, 4 consultes a restaurants, 3 consultes a cafeteries"
0301,Reynaldo Roldán,64,M,Turisme,"Cuina ràpida, Mediterrània, Cuina italiana",Ignora promocions,"3 consultes a vehicles, 5 consultes a llibres"
0302,Úrsula Alfonso,24,F,Família,Moda,Ignora promocions,"2 consultes a llibres, 2 consultes a restaurants"
0303,Darío Asenjo,73,M,Turisme,Moda,Respon a ofertes de llibres,"4 consultes a restaurants, 5 consultes a vehicles"
0304,Anabel Cañete,45,F,Altres,"Perfumeria, Cafeteria",Respon a ofertes de llibres,"4 consultes a cafeteries, 5 consultes a llibres"
0305,Benita Piña,61,F,Turisme,"Cuina ràpida, Cafeteria",Respon a ofertes de llibres,"4 consultes a llibres, 1 consulta a botigues, 2 consultes a restaurants"
0306,Nazaret Redondo,55,F,Negocis,"Cuina italiana, Perfumeria, Productes naturals",Segueix suggeriments personalitzats,3 consultes a llibres
0307,Prudencio Espada,73,M,Família,"Mediterrània, Perfumeria",Segueix suggeriments personalitzats,"3 consultes a botigues, 3 consultes a llibres, 1 consulta a restaurants"
0308,Claudio Tudela,48,M,Altres,"Premsa i llibres, Perfumeria",Accepta ofertes de menjar,2 consultes a botigues
0309,Odalys Noguera,40,F,Turisme,"Premsa i llibres, Cuina ràpida",Ignora promocions,3 consultes a restaurants
0310,Toni Mora,45,M,Negocis,"Premsa i llibres, Moda, Cuina italiana",Només consulta horaris i ubicacions,5 consultes a restaurants
0311,Genoveva Amo,37,F,Turisme,"Mediterrània, Perfumeria",Ignora promocions,3 consultes a llibres
0312,Corona Luján,62,F,Negocis,"Premsa i llibres, Cuina italiana, Perfumeria",Només consulta horaris i ubicacions,"2 consultes a cafeteries, 4 consultes a botigues, 5 consultes a restaurants"
0313,Aura Orozco,53,F,Família,Perfumeria,Accepta ofertes de menjar,"2 consultes a restaurants, 5 consultes a llibres"
0314,Cesar Pol,21,M,Família,Premsa i llibres,Ignora promocions,"4 consultes a cafeteries, 5 consultes a botigues, 4 consultes a llibres"
0315,Adolfo Navarrete,28,M,Turisme,"Cuina ràpida, Cuina italiana, Cafeteria",Respon a ofertes de llibres,2 consultes a restaurants
0316,Nélida Prado,61,F,Altres,"Cafeteria, Mediterrània, Premsa i llibres",Respon a ofertes de llibres,"1 consulta a llibres, 3 consultes a cafeteries, 2 consultes a botigues"
0317,Melisa Arana,38,F,Negocis,"Cafeteria, Cuina italiana, Premsa i llibres",Respon a ofertes de llibres,3 consultes a llibres
0318,Victor Juárez,26,M,Negocis,"Cuina ràpida, Mediterrània, Cafeteria",Segueix suggeriments personalitzats,"1 consulta a botigues, 2 consultes a cafeteries"
0319,Reyes Torrents,59,M,Família,"Moda, Cafeteria, Premsa i llibres",Respon a ofertes de llibres,"3 consultes a botigues, 3 consultes a restaurants"
0320,Violeta Salgado,52,F,Altres,"Moda, Perfumeria",Ignora promocions,"1 consulta a botigues, 4 consultes a cafeteries, 3 consultes a restaurants"
0321,Adán Calvet,37,M,Turisme,"Moda, Cuina ràpida",Segueix suggeriments personalitzats,"2 consultes a llibres, 1 consulta a restaurants, 4 consultes a vehicles"
0322,Amanda Aguirre,25,F,Turisme,"Cuina ràpida, Premsa i llibres",Segueix suggeriments personalitzats,3 consultes a llibres
0323,Nazario Gilabert,47,M,Família,"Perfumeria, Cuina italiana",Només consulta horaris i ubicacions,3 consultes a botigues
